college,year,CIP,Category,Title,Level,Gender,Awards
UCSB,2011,'14',STEM Major,Engineering,Doctor's degree - research/scholarship (new degree classification),Female,10
UCSB,2011,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship (new degree classification),Female,7
UCSB,2011,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship (new degree classification),Female,2
UCSB,2011,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship (new degree classification),Female,8
UCSB,2011,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship (new degree classification),Female,1
UCSB,2011,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship (new degree classification),Female,1
UCSB,2011,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship (new degree classification),Female,9
UCSB,2011,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship (new degree classification),Female,23
UCSB,2011,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship (new degree classification),Female,19
UCSB,2011,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship (new degree classification),Female,19
UCSB,2011,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship (new degree classification),Female,8
UCSB,2011,'54',Non-STEM,History,Doctor's degree - research/scholarship (new degree classification),Female,9
UCSC,2011,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship (new degree classification),Female,6
UCSC,2011,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship (new degree classification),Female,2
UCSC,2011,'13',Non-STEM,Education,Doctor's degree - research/scholarship (new degree classification),Female,4
UCSC,2011,'14',STEM Major,Engineering,Doctor's degree - research/scholarship (new degree classification),Female,6
UCSC,2011,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship (new degree classification),Female,0
UCSC,2011,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship (new degree classification),Female,4
UCSC,2011,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship (new degree classification),Female,8
UCSC,2011,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship (new degree classification),Female,4
UCSC,2011,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship (new degree classification),Female,3
UCSC,2011,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship (new degree classification),Female,3
UCSC,2011,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship (new degree classification),Female,21
UCSC,2011,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship (new degree classification),Female,5
UCSC,2011,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship (new degree classification),Female,12
UCSC,2011,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship (new degree classification),Female,0
UCSC,2011,'54',Non-STEM,History,Doctor's degree - research/scholarship (new degree classification),Female,1
UCM,2011,'14',STEM Major,Engineering,Doctor's degree - research/scholarship (new degree classification),Female,1
UCM,2011,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship (new degree classification),Female,1
UCM,2011,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship (new degree classification),Female,1
UCM,2011,'54',Non-STEM,History,Doctor's degree - research/scholarship (new degree classification),Female,0
UCB,2012,'01',Non-STEM,"Agriculture, Agriculture Operations and Related Sciences",Doctor's degree - research/scholarship,Female,6
UCB,2012,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,8
UCB,2012,'04',Non-STEM,Architecture and Related Services,Doctor's degree - research/scholarship,Female,10
UCB,2012,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,9
UCB,2012,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,4
UCB,2012,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,33
UCB,2012,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,45
UCB,2012,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,26
UCB,2012,'22',Non-STEM,Legal Professions and Studies,Doctor's degree - research/scholarship,Female,7
UCB,2012,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,11
UCB,2012,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,69
UCB,2012,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,4
UCB,2012,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,6
UCB,2012,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,3
UCB,2012,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,35
UCB,2012,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,7
UCB,2012,'44',Non-STEM,Public Administration and Social Service Professions,Doctor's degree - research/scholarship,Female,7
UCB,2012,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,43
UCB,2012,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,20
UCB,2012,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,12
UCB,2012,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Female,8
UCB,2012,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,10
UCD,2012,'01',Non-STEM,"Agriculture, Agriculture Operations and Related Sciences",Doctor's degree - research/scholarship,Female,11
UCD,2012,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,7
UCD,2012,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,2
UCD,2012,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,17
UCD,2012,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,20
UCD,2012,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,11
UCD,2012,'19',Non-STEM,Family and Consumer Sciences/Human Sciences,Doctor's degree - research/scholarship,Female,8
UCD,2012,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,13
UCD,2012,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,100
UCD,2012,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,6
UCD,2012,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,10
UCD,2012,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,1
UCD,2012,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,23
UCD,2012,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,4
UCD,2012,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,21
UCD,2012,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,3
UCD,2012,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,5
UCI,2012,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,1
UCI,2012,'04',Non-STEM,Architecture and Related Services,Doctor's degree - research/scholarship,Female,1
UCI,2012,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,4
UCI,2012,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,10
UCI,2012,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,16
UCI,2012,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,10
UCI,2012,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,6
UCI,2012,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,38
UCI,2012,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,4
UCI,2012,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,3
UCI,2012,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,2
UCI,2012,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,18
UCI,2012,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,9
UCI,2012,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,24
UCI,2012,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,4
UCI,2012,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,0
UCI,2012,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Female,6
UCI,2012,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,9
UCLA,2012,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,2
UCLA,2012,'04',Non-STEM,Architecture and Related Services,Doctor's degree - research/scholarship,Female,0
UCLA,2012,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,6
UCLA,2012,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,5
UCLA,2012,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,38
UCLA,2012,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,24
UCLA,2012,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,30
UCLA,2012,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,4
UCLA,2012,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,61
UCLA,2012,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,7
UCLA,2012,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,4
UCLA,2012,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,4
UCLA,2012,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,22
UCLA,2012,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,22
UCLA,2012,'44',Non-STEM,Public Administration and Social Service Professions,Doctor's degree - research/scholarship,Female,3
UCLA,2012,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,28
UCLA,2012,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,14
UCLA,2012,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,27
UCLA,2012,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Female,4
UCLA,2012,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,12
UCR,2012,'01',Non-STEM,"Agriculture, Agriculture Operations and Related Sciences",Doctor's degree - research/scholarship,Female,2
UCR,2012,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,2
UCR,2012,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,2
UCR,2012,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,7
UCR,2012,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,15
UCR,2012,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,2
UCR,2012,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,5
UCR,2012,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,27
UCR,2012,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,6
UCR,2012,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,0
UCR,2012,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,14
UCR,2012,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,7
UCR,2012,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,14
UCR,2012,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,4
UCR,2012,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,1
UCSD,2012,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,2
UCSD,2012,'09',Non-STEM,"Communication, Journalism, and Related Programs",Doctor's degree - research/scholarship,Female,2
UCSD,2012,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,7
UCSD,2012,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,13
UCSD,2012,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,23
UCSD,2012,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,1
UCSD,2012,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,13
UCSD,2012,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,61
UCSD,2012,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,6
UCSD,2012,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,2
UCSD,2012,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,1
UCSD,2012,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,37
UCSD,2012,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,17
UCSD,2012,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,18
UCSD,2012,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,6
UCSD,2012,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,5
UCSD,2012,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,2
UCSF,2012,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,0
UCSF,2012,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,6
UCSF,2012,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,44
UCSF,2012,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,2
UCSF,2012,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,27
UCSF,2012,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,0
UCSB,2012,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,5
UCSB,2012,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,1
UCSB,2012,'09',Non-STEM,"Communication, Journalism, and Related Programs",Doctor's degree - research/scholarship,Female,7
UCSB,2012,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,2
UCSB,2012,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,27
UCSB,2012,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,10
UCSB,2012,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,9
UCSB,2012,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,6
UCSB,2012,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,16
UCSB,2012,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,1
UCSB,2012,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,1
UCSB,2012,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,5
UCSB,2012,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,13
UCSB,2012,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,17
UCSB,2012,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,16
UCSB,2012,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,10
UCSB,2012,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,7
UCSC,2012,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,5
UCSC,2012,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,3
UCSC,2012,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,1
UCSC,2012,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,6
UCSC,2012,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,0
UCSC,2012,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,8
UCSC,2012,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,7
UCSC,2012,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,5
UCSC,2012,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,3
UCSC,2012,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,0
UCSC,2012,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,15
UCSC,2012,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,4
UCSC,2012,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,11
UCSC,2012,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,0
UCM,2012,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,3
UCM,2012,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,0
UCM,2012,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,1
UCM,2012,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,1
UCM,2012,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,1
UCM,2012,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,2
UCB,2013,'01',Non-STEM,"Agriculture, Agriculture Operations and Related Sciences",Doctor's degree - research/scholarship,Female,10
UCB,2013,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,24
UCB,2013,'04',Non-STEM,Architecture and Related Services,Doctor's degree - research/scholarship,Female,10
UCB,2013,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,11
UCB,2013,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,8
UCB,2013,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,28
UCB,2013,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,38
UCB,2013,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,18
UCB,2013,'22',Non-STEM,Legal Professions and Studies,Doctor's degree - research/scholarship,Female,8
UCB,2013,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,16
UCB,2013,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,57
UCB,2013,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,6
UCB,2013,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,3
UCB,2013,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,1
UCB,2013,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,52
UCB,2013,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,12
UCB,2013,'44',Non-STEM,Public Administration and Social Service Professions,Doctor's degree - research/scholarship,Female,16
UCB,2013,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,36
UCB,2013,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,8
UCB,2013,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,9
UCB,2013,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Female,2
UCB,2013,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,15
UCD,2013,'01',Non-STEM,"Agriculture, Agriculture Operations and Related Sciences",Doctor's degree - research/scholarship,Female,13
UCD,2013,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,4
UCD,2013,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,3
UCD,2013,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,16
UCD,2013,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,25
UCD,2013,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,9
UCD,2013,'19',Non-STEM,Family and Consumer Sciences/Human Sciences,Doctor's degree - research/scholarship,Female,3
UCD,2013,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,6
UCD,2013,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,115
UCD,2013,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,4
UCD,2013,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,12
UCD,2013,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,0
UCD,2013,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,26
UCD,2013,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,11
UCD,2013,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,20
UCD,2013,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,5
UCD,2013,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,7
UCI,2013,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,2
UCI,2013,'04',Non-STEM,Architecture and Related Services,Doctor's degree - research/scholarship,Female,5
UCI,2013,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,7
UCI,2013,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,9
UCI,2013,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,26
UCI,2013,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,12
UCI,2013,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,5
UCI,2013,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,45
UCI,2013,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,6
UCI,2013,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,2
UCI,2013,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,1
UCI,2013,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,22
UCI,2013,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,11
UCI,2013,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,20
UCI,2013,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,4
UCI,2013,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,0
UCI,2013,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Female,3
UCI,2013,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,7
UCLA,2013,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,1
UCLA,2013,'04',Non-STEM,Architecture and Related Services,Doctor's degree - research/scholarship,Female,4
UCLA,2013,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,3
UCLA,2013,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,9
UCLA,2013,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,53
UCLA,2013,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,21
UCLA,2013,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,33
UCLA,2013,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,7
UCLA,2013,'25',Non-STEM,Library Science,Doctor's degree - research/scholarship,Female,1
UCLA,2013,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,72
UCLA,2013,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,5
UCLA,2013,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,4
UCLA,2013,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,3
UCLA,2013,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,16
UCLA,2013,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,23
UCLA,2013,'44',Non-STEM,Public Administration and Social Service Professions,Doctor's degree - research/scholarship,Female,7
UCLA,2013,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,27
UCLA,2013,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,19
UCLA,2013,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,23
UCLA,2013,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Female,2
UCLA,2013,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,15
UCR,2013,'01',Non-STEM,"Agriculture, Agriculture Operations and Related Sciences",Doctor's degree - research/scholarship,Female,1
UCR,2013,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,1
UCR,2013,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,4
UCR,2013,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,11
UCR,2013,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,16
UCR,2013,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,5
UCR,2013,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,8
UCR,2013,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,29
UCR,2013,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,4
UCR,2013,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,1
UCR,2013,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,10
UCR,2013,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,7
UCR,2013,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,14
UCR,2013,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,7
UCR,2013,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,3
UCSD,2013,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,2
UCSD,2013,'09',Non-STEM,"Communication, Journalism, and Related Programs",Doctor's degree - research/scholarship,Female,5
UCSD,2013,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,2
UCSD,2013,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,13
UCSD,2013,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,23
UCSD,2013,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,2
UCSD,2013,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,12
